place_id,place_name,qdate,hpi_type,hpi_flavor,frequency,level,hpi_index,log_hpi,hpi_g
AK,Alaska,2015-07-01,traditional,purchase-only,quarterly,State,241.23,5.485750835228167,0.024875622018782906
AK,Alaska,2015-10-01,traditional,purchase-only,quarterly,State,244.83,5.500564092149261,1.4813256921094364
AK,Alaska,2016-01-01,traditional,purchase-only,quarterly,State,245.61,5.503744912056466,0.3180819907204757
AK,Alaska,2016-04-01,traditional,purchase-only,quarterly,State,247.81,5.5126623235058965,0.8917411449430368
AK,Alaska,2016-07-01,traditional,purchase-only,quarterly,State,247.2,5.510197725583535,-0.24645979223612002
AK,Alaska,2016-10-01,traditional,purchase-only,quarterly,State,247.39,5.5109660387695945,0.07683131860591885
AK,Alaska,2017-01-01,traditional,purchase-only,quarterly,State,250.25,5.52246041819533,1.1494379425735168
AK,Alaska,2017-04-01,traditional,purchase-only,quarterly,State,247.87,5.5129044151791256,-0.9556003016204073
AK,Alaska,2017-07-01,traditional,purchase-only,quarterly,State,252.5,5.531411248715415,1.8506833536289236
AK,Alaska,2017-10-01,traditional,purchase-only,quarterly,State,250.02,5.521540914662417,-0.9870334052997976
AK,Alaska,2018-01-01,traditional,purchase-only,quarterly,State,255.4,5.542830943598439,2.1290028936022054
AK,Alaska,2018-04-01,traditional,purchase-only,quarterly,State,253.68,5.536073630230092,-0.6757313368346729
AK,Alaska,2018-07-01,traditional,purchase-only,quarterly,State,253.81,5.536585955607315,0.051232537722256666
AK,Alaska,2018-10-01,traditional,purchase-only,quarterly,State,255.22,5.54212591830583,0.553996269851531
AK,Alaska,2019-01-01,traditional,purchase-only,quarterly,State,258.61,5.555321135350349,1.319521704451887
AK,Alaska,2019-04-01,traditional,purchase-only,quarterly,State,264.01,5.575986981216812,2.066584586646325
AK,Alaska,2019-07-01,traditional,purchase-only,quarterly,State,264.16,5.576554980171818,0.05679989550060327
AK,Alaska,2019-10-01,traditional,purchase-only,quarterly,State,264.7,5.578597109233056,0.20421290612375742
AK,Alaska,2020-01-01,traditional,purchase-only,quarterly,State,267.26,5.588221967352915,0.9624858119859248
AK,Alaska,2020-04-01,traditional,purchase-only,quarterly,State,272.21,5.606573827235426,1.835185988251098
AK,Alaska,2020-07-01,traditional,purchase-only,quarterly,State,273.57,5.611557530613684,0.4983703378258042
AK,Alaska,2020-10-01,traditional,purchase-only,quarterly,State,287.79,5.662231047497966,5.067351688428179
AK,Alaska,2021-01-01,traditional,purchase-only,quarterly,State,290.91,5.673013940984565,1.078289348659922
AK,Alaska,2021-04-01,traditional,purchase-only,quarterly,State,297.76,5.696287792893941,2.3273851909375587
AK,Alaska,2021-07-01,traditional,purchase-only,quarterly,State,310.25,5.737378424084716,4.109063119077572
AK,Alaska,2021-10-01,traditional,purchase-only,quarterly,State,317.38,5.760099794134696,2.272137004997976
AK,Alaska,2022-01-01,traditional,purchase-only,quarterly,State,324.15,5.781206371621004,2.1106577486308176
AK,Alaska,2022-04-01,traditional,purchase-only,quarterly,State,333.26,5.808922966110478,2.77165944894735
AK,Alaska,2022-07-01,traditional,purchase-only,quarterly,State,339.56,5.827650661869767,1.8727695759289453
AK,Alaska,2022-10-01,traditional,purchase-only,quarterly,State,335.34,5.8151449425096615,-1.2505719360105694
AK,Alaska,2023-01-01,traditional,purchase-only,quarterly,State,344.73,5.842761501937652,2.761655942799024
AK,Alaska,2023-04-01,traditional,purchase-only,quarterly,State,347.21,5.849929784214748,0.7168282277095983
AK,Alaska,2023-07-01,traditional,purchase-only,quarterly,State,350.17,5.858418750848172,0.8488966633424688
AK,Alaska,2023-10-01,traditional,purchase-only,quarterly,State,359.77,5.885464938384792,2.704618753661947
AK,Alaska,2024-01-01,traditional,purchase-only,quarterly,State,359.6,5.884992302597465,-0.04726357873270359
AK,Alaska,2024-04-01,traditional,purchase-only,quarterly,State,366.03,5.9027152972553525,1.7722994657887625
AK,Alaska,2024-07-01,traditional,purchase-only,quarterly,State,372.06,5.919055131589841,1.6339834334488934
AK,Alaska,2024-10-01,traditional,purchase-only,quarterly,State,374.21,5.924817137160096,0.5762005570254303
AK,Alaska,2025-01-01,traditional,purchase-only,quarterly,State,383.66,5.949756743708192,2.4939606548096016
AK,Alaska,2025-04-01,traditional,purchase-only,quarterly,State,375.97,5.929509352972682,-2.0247390735510074
AK,Alaska,2025-07-01,traditional,purchase-only,quarterly,State,375.54,5.928364990164665,-0.11443628080165524
AL,Alabama,1991-01-01,traditional,purchase-only,quarterly,State,100.0,4.605170185988092,
AL,Alabama,1991-04-01,traditional,purchase-only,quarterly,State,101.24,4.617493935676923,1.232374968883132
AL,Alabama,1991-07-01,traditional,purchase-only,quarterly,State,101.93,4.624286303180321,0.6792367503398289
AL,Alabama,1991-10-01,traditional,purchase-only,quarterly,State,102.88,4.633563260489309,0.9276957308987477
AL,Alabama,1992-01-01,traditional,purchase-only,quarterly,State,104.2,4.646312129319266,1.2748868829957516
AL,Alabama,1992-04-01,traditional,purchase-only,quarterly,State,104.26,4.64688777933996,0.05756500206937076
AL,Alabama,1992-07-01,traditional,purchase-only,quarterly,State,106.09,4.66428779047118,1.7400011131219806
AL,Alabama,1992-10-01,traditional,purchase-only,quarterly,State,107.68,4.679163865896418,1.4876075425237723
AL,Alabama,1993-01-01,traditional,purchase-only,quarterly,State,108.79,4.689419418432991,1.025555253657373
AL,Alabama,1993-04-01,traditional,purchase-only,quarterly,State,109.57,4.696563614417302,0.7144195984310819
AL,Alabama,1993-07-01,traditional,purchase-only,quarterly,State,111.27,4.711959680169609,1.5396065752306676
AL,Alabama,1993-10-01,traditional,purchase-only,quarterly,State,112.6,4.72384171570559,1.1882035535981217
AL,Alabama,1994-01-01,traditional,purchase-only,quarterly,State,113.99,4.736110725248687,1.2269009543096843
AL,Alabama,1994-04-01,traditional,purchase-only,quarterly,State,115.67,4.75074130930731,1.4630584058623164
AL,Alabama,1994-07-01,traditional,purchase-only,quarterly,State,116.49,4.757805432411685,0.7064123104375319
AL,Alabama,1994-10-01,traditional,purchase-only,quarterly,State,117.46,4.766097850094374,0.8292417682688402
AL,Alabama,1995-01-01,traditional,purchase-only,quarterly,State,118.45,4.774490930604794,0.8393080510420425
AL,Alabama,1995-04-01,traditional,purchase-only,quarterly,State,119.24,4.781138268809871,0.6647338205076458
AL,Alabama,1995-07-01,traditional,purchase-only,quarterly,State,120.69,4.7932252746298065,1.2087005819935825
AL,Alabama,1995-10-01,traditional,purchase-only,quarterly,State,121.59,4.800654729308327,0.7429454678520742
AL,Alabama,1996-01-01,traditional,purchase-only,quarterly,State,122.54,4.8084375072975085,0.7782777989181255
AL,Alabama,1996-04-01,traditional,purchase-only,quarterly,State,124.43,4.82374330878754,1.5305801490031357
AL,Alabama,1996-07-01,traditional,purchase-only,quarterly,State,124.85,4.827113016725782,0.3369707938242428
AL,Alabama,1996-10-01,traditional,purchase-only,quarterly,State,126.11,4.8371545419677835,1.0041525242001192
AL,Alabama,1997-01-01,traditional,purchase-only,quarterly,State,127.56,4.848586842141857,1.1432300174073262
AL,Alabama,1997-04-01,traditional,purchase-only,quarterly,State,127.56,4.848586842141857,0.0
AL,Alabama,1997-07-01,traditional,purchase-only,quarterly,State,128.97,4.8595798191763,1.0992977034443463
AL,Alabama,1997-10-01,traditional,purchase-only,quarterly,State,129.3,4.8621352857778115,0.25554666015112915
AL,Alabama,1998-01-01,traditional,purchase-only,quarterly,State,130.55,4.871756295145138,0.9621009367326572
AL,Alabama,1998-04-01,traditional,purchase-only,quarterly,State,131.81,4.881361491724374,0.9605196579236086
AL,Alabama,1998-07-01,traditional,purchase-only,quarterly,State,133.33,4.892827258127367,1.1465766402992905
AL,Alabama,1998-10-01,traditional,purchase-only,quarterly,State,135.18,4.906607223672208,1.3779965544840955
AL,Alabama,1999-01-01,traditional,purchase-only,quarterly,State,135.96,4.9123607248279155,0.5753501155707497
AL,Alabama,1999-04-01,traditional,purchase-only,quarterly,State,137.21,4.9215125989330835,0.9151874105167934
AL,Alabama,1999-07-01,traditional,purchase-only,quarterly,State,137.85,4.926166137469806,0.4653538536722124
AL,Alabama,1999-10-01,traditional,purchase-only,quarterly,State,139.4,4.937347498326424,1.1181360856618028
AL,Alabama,2000-01-01,traditional,purchase-only,quarterly,State,140.72,4.946772100429302,0.9424602102878765
AL,Alabama,2000-04-01,traditional,purchase-only,quarterly,State,141.46,4.952016991607844,0.5244891178541877
AL,Alabama,2000-07-01,traditional,purchase-only,quarterly,State,142.09,4.956460659649984,0.44436680421400254
AL,Alabama,2000-10-01,traditional,purchase-only,quarterly,State,142.44,4.958920858409577,0.2460198759592913
AL,Alabama,2001-01-01,traditional,purchase-only,quarterly,State,144.0,4.969813299576001,1.0892441166423517
AL,Alabama,2001-04-01,traditional,purchase-only,quarterly,State,145.04,4.977009566446595,0.7196266870594492
AL,Alabama,2001-07-01,traditional,purchase-only,quarterly,State,146.01,4.983675112513472,0.6665546066876971
AL,Alabama,2001-10-01,traditional,purchase-only,quarterly,State,147.11,4.9911806062621205,0.7505493748648284
AL,Alabama,2002-01-01,traditional,purchase-only,quarterly,State,148.06,4.997617597014952,0.6436990752831662
AL,Alabama,2002-04-01,traditional,purchase-only,quarterly,State,149.36,5.006359499233468,0.8741902218515563
AL,Alabama,2002-07-01,traditional,purchase-only,quarterly,State,150.18,5.011834574671738,0.5475075438270416
AL,Alabama,2002-10-01,traditional,purchase-only,quarterly,State,152.87,5.0295878870129425,1.7753312341204364
AL,Alabama,2003-01-01,traditional,purchase-only,quarterly,State,153.91,5.0363680159918625,0.6780128978919997
AL,Alabama,2003-04-01,traditional,purchase-only,quarterly,State,155.34,5.045616262991501,0.9248246999638887
AL,Alabama,2003-07-01,traditional,purchase-only,quarterly,State,158.2,5.063860055333554,1.8243792342052423
AL,Alabama,2003-10-01,traditional,purchase-only,quarterly,State,158.68,5.0668895956461295,0.30295403125757403
AL,Alabama,2004-01-01,traditional,purchase-only,quarterly,State,160.02,5.075298807421978,0.8409211775848746
AL,Alabama,2004-04-01,traditional,purchase-only,quarterly,State,162.6,5.0912931971137105,1.599438969173228
AL,Alabama,2004-07-01,traditional,purchase-only,quarterly,State,165.89,5.1113249181041835,2.003172099047301
AL,Alabama,2004-10-01,traditional,purchase-only,quarterly,State,168.18,5.125034834404752,1.3709916300568281
AL,Alabama,2005-01-01,traditional,purchase-only,quarterly,State,171.2,5.1428324637076415,1.779762930288964
AL,Alabama,2005-04-01,traditional,purchase-only,quarterly,State,173.9,5.158480421360237,1.5647957652595856
AL,Alabama,2005-07-01,traditional,purchase-only,quarterly,State,177.63,5.179702735211794,2.122231385155704
AL,Alabama,2005-10-01,traditional,purchase-only,quarterly,State,182.52,5.206859756059202,2.715702084740723
AL,Alabama,2006-01-01,traditional,purchase-only,quarterly,State,187.19,5.2321241438132375,2.5264387754035944
AL,Alabama,2006-04-01,traditional,purchase-only,quarterly,State,190.48,5.249547202178607,1.7423058365369393
AL,Alabama,2006-07-01,traditional,purchase-only,quarterly,State,193.19,5.263674160604463,1.4126958425856095
AL,Alabama,2006-10-01,traditional,purchase-only,quarterly,State,195.8,5.27709373009641,1.3419569491946781
AL,Alabama,2007-01-01,traditional,purchase-only,quarterly,State,198.31,5.289831462897738,1.2737732801328505
AL,Alabama,2007-04-01,traditional,purchase-only,quarterly,State,200.43,5.3004650586054955,1.0633595707757237
AL,Alabama,2007-07-01,traditional,purchase-only,quarterly,State,199.96,5.29811734654537,-0.23477120601258505
AL,Alabama,2007-10-01,traditional,purchase-only,quarterly,State,200.22,5.2994167619913375,0.12994154459677887
AL,Alabama,2008-01-01,traditional,purchase-only,quarterly,State,198.48,5.2906883393835455,-0.8728422607791941
AL,Alabama,2008-04-01,traditional,purchase-only,quarterly,State,196.53,5.2808150914118945,-0.9873247971651011
AL,Alabama,2008-07-01,traditional,purchase-only,quarterly,State,193.61,5.265845826401074,-1.4969265010820187
AL,Alabama,2008-10-01,traditional,purchase-only,quarterly,State,190.97,5.2521163476473225,-1.3729478753751856
AL,Alabama,2009-01-01,traditional,purchase-only,quarterly,State,191.39,5.254313231049982,0.2196883402659111
AL,Alabama,2009-04-01,traditional,purchase-only,quarterly,State,190.72,5.250806383876985,-0.350684717299643
AL,Alabama,2009-07-01,traditional,purchase-only,quarterly,State,185.46,5.22283922537208,-2.79671585049055
AL,Alabama,2009-10-01,traditional,purchase-only,quarterly,State,191.83,5.256609563148246,3.377033777616667
AL,Alabama,2010-01-01,traditional,purchase-only,quarterly,State,184.14,5.2156963378597,-4.091322528854668
AL,Alabama,2010-04-01,traditional,purchase-only,quarterly,State,180.8,5.1973914479580765,-1.8304889901623156
AL,Alabama,2010-07-01,traditional,purchase-only,quarterly,State,179.06,5.18772094520601,-0.967050275206649
AL,Alabama,2010-10-01,traditional,purchase-only,quarterly,State,174.93,5.164385893902175,-2.3335051303835286
AL,Alabama,2011-01-01,traditional,purchase-only,quarterly,State,171.36,5.1437666066994385,-2.0619287202736203
AL,Alabama,2011-04-01,traditional,purchase-only,quarterly,State,169.99,5.135739611790679,-0.802699490875991
AL,Alabama,2011-07-01,traditional,purchase-only,quarterly,State,170.99,5.141605075260502,0.5865463469823418
AL,Alabama,2011-10-01,traditional,purchase-only,quarterly,State,170.96,5.141429611010892,-0.017546424960990237
AL,Alabama,2012-01-01,traditional,purchase-only,quarterly,State,172.67,5.151382258424339,0.9952647413446591
AL,Alabama,2012-04-01,traditional,purchase-only,quarterly,State,176.3,5.172187089403825,2.0804830979486155
AL,Alabama,2012-07-01,traditional,purchase-only,quarterly,State,172.36,5.149585312747638,-2.2601776656187234
AL,Alabama,2012-10-01,traditional,purchase-only,quarterly,State,176.29,5.172130366297652,2.254505355001424
AL,Alabama,2013-01-01,traditional,purchase-only,quarterly,State,177.2,5.177279038170981,0.5148671873328681
AL,Alabama,2013-04-01,traditional,purchase-only,quarterly,State,179.13,5.188111799227011,1.083276105603037
AL,Alabama,2013-07-01,traditional,purchase-only,quarterly,State,179.97,5.192790170333112,0.46783711061006983
AL,Alabama,2013-10-01,traditional,purchase-only,quarterly,State,180.61,5.196340010435573,0.3549840102460955
AL,Alabama,2014-01-01,traditional,purchase-only,quarterly,State,182.19,5.205050098577594,0.8710088142021455
AL,Alabama,2014-04-01,traditional,purchase-only,quarterly,State,181.46,5.201035243741483,-0.40148548361109704
AL,Alabama,2014-07-01,traditional,purchase-only,quarterly,State,182.92,5.209048898789854,0.8013655048371149
AL,Alabama,2014-10-01,traditional,purchase-only,quarterly,State,185.28,5.221868194384631,1.281929559477657
AL,Alabama,2015-01-01,traditional,purchase-only,quarterly,State,185.33,5.222138019809219,0.02698254245885323
AL,Alabama,2015-04-01,traditional,purchase-only,quarterly,State,188.76,5.240476366858187,1.8338347048967307
AL,Alabama,2015-07-01,traditional,purchase-only,quarterly,State,189.13,5.242434609300363,0.1958242442176683
AL,Alabama,2015-10-01,traditional,purchase-only,quarterly,State,189.96,5.246813523680921,0.437891438055793
AL,Alabama,2016-01-01,traditional,purchase-only,quarterly,State,191.93,5.257130722217787,1.0317198536865746
AL,Alabama,2016-04-01,traditional,purchase-only,quarterly,State,193.92,5.267445702880949,1.0314980663162387
AL,Alabama,2016-07-01,traditional,purchase-only,quarterly,State,196.11,5.278675726292748,1.1230023411799017
AL,Alabama,2016-10-01,traditional,purchase-only,quarterly,State,198.1,5.288771953704505,1.0096227411756864
AL,Alabama,2017-01-01,traditional,purchase-only,quarterly,State,199.55,5.296064831494743,0.7292877790237462
AL,Alabama,2017-04-01,traditional,purchase-only,quarterly,State,202.05,5.308515191524482,1.2450360029739649
AL,Alabama,2017-07-01,traditional,purchase-only,quarterly,State,204.42,5.32017670090093,1.1661509376447832
AL,Alabama,2017-10-01,traditional,purchase-only,quarterly,State,207.73,5.336239159546593,1.606245864566258
AL,Alabama,2018-01-01,traditional,purchase-only,quarterly,State,209.84,5.346345335558619,1.0106176012025792
AL,Alabama,2018-04-01,traditional,purchase-only,quarterly,State,213.22,5.362324496522329,1.5979160963710548
AL,Alabama,2018-07-01,traditional,purchase-only,quarterly,State,215.6,5.3734248390348425,1.110034251251335
AL,Alabama,2018-10-01,traditional,purchase-only,quarterly,State,217.6,5.382658514981787,0.9233675946944686
AL,Alabama,2019-01-01,traditional,purchase-only,quarterly,State,221.97,5.402542237605569,1.988372262378224
AL,Alabama,2019-04-01,traditional,purchase-only,quarterly,State,224.4,5.413430173648541,1.0887936042971447
AL,Alabama,2019-07-01,traditional,purchase-only,quarterly,State,227.98,5.429257905808632,1.5827732160091479
AL,Alabama,2019-10-01,traditional,purchase-only,quarterly,State,232.17,5.447469861950477,1.8211956141844787
AL,Alabama,2020-01-01,traditional,purchase-only,quarterly,State,238.02,5.472354703754294,2.4884841803817004
AL,Alabama,2020-04-01,traditional,purchase-only,quarterly,State,239.21,5.477341827222697,0.49871234684024657
AL,Alabama,2020-07-01,traditional,purchase-only,quarterly,State,246.46,5.507199708509977,2.9857881287280286
AL,Alabama,2020-10-01,traditional,purchase-only,quarterly,State,258.23,5.5538506606638975,4.665095215392068
AL,Alabama,2021-01-01,traditional,purchase-only,quarterly,State,264.88,5.5792768932389905,2.542623257509291
AL,Alabama,2021-04-01,traditional,purchase-only,quarterly,State,277.5,5.625820933186489,4.654403994749856
AL,Alabama,2021-07-01,traditional,purchase-only,quarterly,State,290.33,5.671018207062228,4.519727387573891
